PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
235.0,236.0,90.0,54.0,2000.0,61.0,15.1,1008.0,6.4,0.0,WSW,3.1,Dongsi,2013-04-22 15:00:00
237.0,237.0,98.0,53.0,1899.0,69.0,15.2,1007.4,6.5,0.0,SSE,2.9,Dongsi,2013-04-22 16:00:00
237.0,237.0,98.0,53.0,1300.0,78.0,15.2,1007.8,6.2,0.0,SSW,1.7,Dongsi,2013-04-22 17:00:00
171.0,162.0,38.0,42.0,1000.0,85.0,14.9,1007.9,6.2,0.0,SW,0.9,Dongsi,2013-04-22 18:00:00
153.0,175.0,41.0,47.0,1200.0,74.0,13.9,1008.4,6.0,0.0,SW,0.1,Dongsi,2013-04-22 19:00:00
172.0,190.0,48.0,52.0,1399.0,63.0,13.2,1008.7,6.1,0.0,SSE,0.8,Dongsi,2013-04-22 20:00:00
185.0,195.0,49.0,62.0,1399.0,48.0,13.4,1008.3,6.3,0.0,ESE,1.1,Dongsi,2013-04-22 21:00:00
187.0,201.0,51.0,101.0,1700.0,5.0,14.0,1008.2,6.4,0.0,SSW,4.1,Dongsi,2013-04-22 22:00:00
201.0,188.0,45.0,78.0,1399.0,31.0,13.0,1008.2,5.9,0.0,SSW,2.7,Dongsi,2013-04-22 23:00:00
150.0,123.0,29.0,44.0,1000.0,60.0,12.0,1008.0,5.8,0.0,SW,1.8,Dongsi,2013-04-23 00:00:00
138.0,99.0,27.0,35.0,900.0,64.0,11.3,1008.0,6.0,0.0,SSW,2.6,Dongsi,2013-04-23 01:00:00
138.0,107.0,25.0,34.0,900.0,58.0,10.7,1007.7,6.1,0.0,SW,2.9,Dongsi,2013-04-23 02:00:00
134.0,97.0,23.0,33.0,900.0,55.0,10.4,1007.0,6.5,0.0,SSE,2.0,Dongsi,2013-04-23 03:00:00
140.0,96.0,20.0,35.0,900.0,52.0,10.0,1007.0,6.7,0.0,S,2.0,Dongsi,2013-04-23 04:00:00
148.0,104.0,20.0,36.0,1000.0,42.0,9.7,1007.0,7.0,0.0,SSW,1.6,Dongsi,2013-04-23 05:00:00
169.0,123.0,24.0,37.0,1100.0,34.0,9.8,1007.1,7.2,0.0,WSW,1.6,Dongsi,2013-04-23 06:00:00
179.0,142.0,24.0,41.0,1100.0,24.0,10.0,1007.6,7.2,0.0,W,1.9,Dongsi,2013-04-23 07:00:00
164.0,166.0,25.0,51.0,1200.0,12.0,10.5,1007.7,7.4,0.0,S,1.5,Dongsi,2013-04-23 08:00:00
174.0,174.0,24.0,47.0,1200.0,14.0,11.6,1007.4,7.9,0.0,SW,1.4,Dongsi,2013-04-23 09:00:00
203.0,178.0,25.0,47.0,1300.0,17.0,12.6,1007.1,8.3,0.0,SSE,1.1,Dongsi,2013-04-23 10:00:00
186.0,204.0,29.0,52.0,1399.0,22.0,13.8,1006.6,8.2,0.0,SE,1.5,Dongsi,2013-04-23 11:00:00
200.0,228.0,33.0,56.0,1399.0,30.0,13.3,1005.7,8.1,0.0,NNW,2.1,Dongsi,2013-04-23 12:00:00
221.0,249.0,36.0,67.0,1600.0,28.0,15.4,1005.9,8.6,0.0,W,2.9,Dongsi,2013-04-23 13:00:00
237.0,255.0,46.0,60.0,1600.0,40.0,15.7,1004.3,8.0,0.0,SSW,3.7,Dongsi,2013-04-23 14:00:00
234.0,245.0,41.0,68.0,1600.0,46.0,16.2,1005.6,8.7,0.0,E,2.9,Dongsi,2013-04-23 15:00:00
263.0,276.0,42.0,74.0,1700.0,50.0,15.3,1007.0,7.6,0.0,ENE,2.6,Dongsi,2013-04-23 16:00:00
277.0,310.0,39.0,85.0,1700.0,48.0,15.3,1007.1,7.1,0.0,ESE,1.9,Dongsi,2013-04-23 17:00:00
261.0,263.0,32.0,86.0,1600.0,35.0,14.1,1007.9,6.4,0.0,E,0.0,Dongsi,2013-04-23 18:00:00
237.0,199.0,27.0,77.0,1500.0,38.0,12.0,1008.6,6.7,0.0,ENE,0.2,Dongsi,2013-04-23 19:00:00
204.0,209.0,23.0,99.0,1700.0,11.0,11.3,1009.1,6.8,0.0,NE,0.9,Dongsi,2013-04-23 20:00:00
220.0,188.0,20.0,108.0,1899.0,2.0,9.5,1009.4,7.1,0.0,NE,0.0,Dongsi,2013-04-23 21:00:00
191.0,202.0,17.0,104.0,2399.0,2.0,8.5,1009.5,7.0,0.0,N,0.2,Dongsi,2013-04-23 22:00:00
229.0,232.0,16.0,104.0,2799.0,3.0,8.0,1009.4,6.8,0.0,E,0.6,Dongsi,2013-04-23 23:00:00
227.0,252.0,15.0,101.0,2899.0,2.0,7.5,1008.9,6.6,0.0,E,1.1,Dongsi,2013-04-24 00:00:00
235.0,263.0,16.0,102.0,3200.0,2.0,7.7,1009.0,6.8,0.0,N,0.8,Dongsi,2013-04-24 01:00:00
216.0,248.0,16.0,99.0,3200.0,2.0,7.9,1008.8,6.8,0.0,NNE,0.9,Dongsi,2013-04-24 02:00:00
185.0,187.0,16.0,83.0,2000.0,2.0,8.2,1008.5,7.1,0.0,NNW,1.6,Dongsi,2013-04-24 03:00:00
153.0,91.0,13.0,64.0,1200.0,2.0,8.9,1008.5,6.9,0.0,ENE,1.4,Dongsi,2013-04-24 04:00:00
132.0,64.0,13.0,53.0,1100.0,3.0,7.6,1008.2,6.1,0.0,E,0.8,Dongsi,2013-04-24 05:00:00
116.0,128.0,12.0,58.0,1200.0,3.0,10.1,1008.2,7.0,0.0,ENE,1.6,Dongsi,2013-04-24 06:00:00
151.0,176.0,13.0,65.0,1600.0,3.0,12.8,1007.7,7.2,0.0,SE,0.9,Dongsi,2013-04-24 07:00:00
168.0,128.0,16.0,64.0,1500.0,9.0,15.1,1007.0,6.4,0.0,E,0.9,Dongsi,2013-04-24 08:00:00
112.0,89.0,17.0,54.0,1200.0,23.0,17.7,1006.6,6.5,0.0,NE,0.4,Dongsi,2013-04-24 09:00:00
97.0,72.0,17.0,54.0,1100.0,40.0,20.1,1005.9,3.7,0.0,SSW,1.5,Dongsi,2013-04-24 10:00:00
78.0,82.0,16.0,65.0,1200.0,55.0,21.4,1005.1,1.1,0.0,WSW,2.2,Dongsi,2013-04-24 11:00:00
98.0,39.0,13.0,65.0,1000.0,88.0,23.7,1003.9,0.1,0.0,WSW,4.5,Dongsi,2013-04-24 12:00:00
98.0,54.0,12.0,54.0,800.0,102.0,24.1,1003.5,-8.2,0.0,NW,7.9,Dongsi,2013-04-24 13:00:00
60.0,9.0,7.0,26.0,500.0,115.0,24.1,1002.9,-8.2,0.0,NW,6.6,Dongsi,2013-04-24 14:00:00
37.0,137.0,3.0,8.0,300.0,129.0,23.6,1002.8,-8.6,0.0,WNW,6.5,Dongsi,2013-04-24 15:00:00
28.0,92.0,3.0,8.0,300.0,127.0,21.5,1003.0,-5.4,0.0,N,2.7,Dongsi,2013-04-24 16:00:00
22.0,99.0,3.0,12.0,300.0,114.0,19.8,1003.8,-3.2,0.0,N,3.5,Dongsi,2013-04-24 17:00:00
21.0,102.0,3.0,19.0,400.0,97.0,18.9,1004.6,-2.7,0.0,NNE,2.1,Dongsi,2013-04-24 18:00:00
17.0,42.0,3.0,27.0,400.0,82.0,18.8,1006.7,-4.7,0.0,NNE,3.0,Dongsi,2013-04-24 19:00:00
22.0,25.0,3.0,41.0,500.0,64.0,16.8,1008.8,-3.4,0.0,NNW,6.5,Dongsi,2013-04-24 20:00:00
23.0,190.0,3.0,15.0,300.0,94.0,15.4,1009.6,-4.6,0.0,NW,5.3,Dongsi,2013-04-24 21:00:00
12.0,20.0,3.0,15.0,300.0,93.0,14.4,1009.4,-4.9,0.0,NNW,2.7,Dongsi,2013-04-24 22:00:00
4.0,10.0,3.0,25.0,400.0,79.0,13.8,1009.7,-4.4,0.0,NW,1.1,Dongsi,2013-04-24 23:00:00
5.0,9.0,4.0,41.0,500.0,56.0,13.3,1009.4,-4.4,0.0,WNW,1.3,Dongsi,2013-04-25 00:00:00
5.0,10.0,4.0,48.0,500.0,42.0,12.9,1009.1,-4.3,0.0,WNW,3.2,Dongsi,2013-04-25 01:00:00
13.0,17.0,5.0,49.0,500.0,38.0,12.3,1009.0,-3.9,0.0,NW,2.1,Dongsi,2013-04-25 02:00:00
14.0,23.0,5.0,49.0,500.0,40.0,12.6,1008.9,-4.5,0.0,WNW,2.0,Dongsi,2013-04-25 03:00:00
3.0,6.0,11.0,27.0,400.0,68.0,11.2,1009.3,-4.9,0.0,NW,0.7,Dongsi,2013-04-25 04:00:00
18.0,21.0,11.0,43.0,500.0,46.0,10.3,1009.7,-4.9,0.0,NW,1.5,Dongsi,2013-04-25 05:00:00
16.0,17.0,9.0,49.0,500.0,39.0,13.9,1010.3,-6.4,0.0,N,2.2,Dongsi,2013-04-25 06:00:00
19.0,25.0,12.0,43.0,600.0,50.0,15.1,1010.6,-7.1,0.0,NNW,4.7,Dongsi,2013-04-25 07:00:00
8.0,11.0,7.0,32.0,500.0,68.0,16.4,1010.5,-7.3,0.0,N,5.2,Dongsi,2013-04-25 08:00:00
14.0,14.0,6.0,21.0,400.0,87.0,17.8,1010.5,-6.2,0.0,WNW,5.0,Dongsi,2013-04-25 09:00:00
11.0,17.0,6.0,15.0,400.0,97.0,19.0,1010.1,-8.3,0.0,NW,6.9,Dongsi,2013-04-25 10:00:00
9.0,46.0,4.0,11.0,300.0,105.0,20.0,1009.7,-8.4,0.0,NNW,5.2,Dongsi,2013-04-25 11:00:00
9.0,52.0,3.0,8.0,300.0,114.0,20.2,1009.0,-9.1,0.0,N,5.3,Dongsi,2013-04-25 12:00:00
27.0,60.0,3.0,8.0,300.0,113.0,21.4,1008.3,-9.2,0.0,N,6.0,Dongsi,2013-04-25 13:00:00
20.0,33.0,3.0,8.0,300.0,114.0,21.6,1007.4,-10.2,0.0,N,3.7,Dongsi,2013-04-25 14:00:00
8.0,26.0,3.0,7.0,300.0,115.0,22.2,1006.8,-9.7,0.0,WNW,4.9,Dongsi,2013-04-25 15:00:00
9.0,22.0,3.0,9.0,300.0,114.0,22.2,1006.8,-10.9,0.0,NNE,2.2,Dongsi,2013-04-25 16:00:00
8.0,23.0,3.0,11.0,300.0,112.0,21.7,1006.8,-11.3,0.0,N,3.5,Dongsi,2013-04-25 17:00:00
10.0,22.0,3.0,15.0,300.0,108.0,20.1,1007.5,-11.3,0.0,N,0.7,Dongsi,2013-04-25 18:00:00
7.0,32.0,3.0,22.0,400.0,97.0,18.1,1008.3,-10.8,0.0,NE,1.2,Dongsi,2013-04-25 19:00:00
18.0,45.0,3.0,47.0,600.0,63.0,14.3,1009.3,-6.6,0.0,NE,0.1,Dongsi,2013-04-25 20:00:00
20.0,42.0,3.0,55.0,600.0,50.0,11.8,1009.6,-4.8,0.0,N,0.0,Dongsi,2013-04-25 21:00:00
25.0,67.0,3.0,82.0,900.0,17.0,11.0,1009.7,-4.7,0.0,E,0.1,Dongsi,2013-04-25 22:00:00
38.0,78.0,7.0,90.0,1399.0,9.0,9.5,1009.8,-3.1,0.0,N,0.2,Dongsi,2013-04-25 23:00:00
76.0,118.0,9.0,95.0,1899.0,4.0,9.6,1009.5,-3.0,0.0,WSW,0.8,Dongsi,2013-04-26 00:00:00
43.0,85.0,8.0,95.0,1300.0,2.0,9.2,1009.1,-2.1,0.0,SW,1.2,Dongsi,2013-04-26 01:00:00
47.0,145.0,10.0,84.0,1600.0,2.0,7.9,1008.6,0.4,0.0,SE,0.6,Dongsi,2013-04-26 02:00:00
52.0,102.0,10.0,91.0,1000.0,44.1252,8.0,1008.5,-0.5,0.0,WNW,0.6,Dongsi,2013-04-26 03:00:00
47.0,142.0,10.0,47.0,1300.0,3.0,7.4,1008.5,0.1,0.0,E,1.1,Dongsi,2013-04-26 04:00:00
46.0,130.0,11.0,80.0,1700.0,2.0,7.5,1008.7,-1.0,0.0,E,0.1,Dongsi,2013-04-26 05:00:00
54.0,153.0,13.0,83.0,1800.0,2.0,11.1,1008.5,-0.7,0.0,E,1.1,Dongsi,2013-04-26 06:00:00
72.0,180.0,16.0,94.0,2100.0,2.0,14.2,1008.4,-2.7,0.0,NE,1.2,Dongsi,2013-04-26 07:00:00
63.0,126.0,14.0,92.0,1399.0,3.0,17.2,1007.6,-2.0,0.0,W,0.6,Dongsi,2013-04-26 08:00:00
74.0,144.0,17.0,98.0,1300.0,7.0,18.8,1007.7,-2.2,0.0,ENE,1.8,Dongsi,2013-04-26 09:00:00
88.0,174.0,27.0,116.0,1300.0,13.0,21.2,1006.9,2.0,0.0,ENE,0.6,Dongsi,2013-04-26 10:00:00
106.0,207.0,38.0,120.0,1300.0,27.0,21.6,1006.0,0.7,0.0,S,1.8,Dongsi,2013-04-26 11:00:00
97.0,171.0,72.0,50.0,800.0,110.0,22.7,1005.2,1.6,0.0,SE,2.6,Dongsi,2013-04-26 12:00:00
95.0,121.0,54.0,33.0,800.0,141.0,23.7,1004.2,1.3,0.0,ESE,3.2,Dongsi,2013-04-26 13:00:00
88.0,132.0,43.0,26.0,700.0,165.0,23.7,1003.4,0.7,0.0,SE,3.2,Dongsi,2013-04-26 14:00:00
99.0,127.0,42.0,27.0,800.0,168.0,23.6,1002.7,1.2,0.0,SE,3.0,Dongsi,2013-04-26 15:00:00
97.0,137.0,41.0,33.0,700.0,154.0,23.3,1002.2,1.6,0.0,ESE,3.0,Dongsi,2013-04-26 16:00:00
101.0,137.0,47.0,48.0,700.0,132.0,22.4,1002.2,1.9,0.0,ESE,5.8,Dongsi,2013-04-26 17:00:00
99.0,148.0,59.0,50.0,800.0,121.0,21.0,1002.8,1.8,0.0,ESE,4.6,Dongsi,2013-04-26 18:00:00
103.0,154.0,61.0,54.0,800.0,116.0,19.6,1003.3,-0.4,0.0,ESE,3.3,Dongsi,2013-04-26 19:00:00
84.0,92.0,35.0,43.0,700.0,124.0,18.6,1004.4,-4.2,0.0,SE,1.5,Dongsi,2013-04-26 20:00:00
57.0,60.0,26.0,38.0,800.0,122.0,17.7,1004.9,-4.3,0.0,ESE,2.8,Dongsi,2013-04-26 21:00:00
40.0,40.0,18.0,36.0,500.0,103.0,17.2,1005.2,-3.6,0.0,ESE,3.0,Dongsi,2013-04-26 22:00:00
43.0,67.0,23.0,42.0,500.0,88.0,16.4,1005.5,-2.2,0.0,ESE,2.1,Dongsi,2013-04-26 23:00:00
51.0,70.0,38.0,46.0,500.0,82.0,15.9,1005.8,-0.8,0.0,NE,1.4,Dongsi,2013-04-27 00:00:00
52.0,72.0,43.0,58.0,800.0,63.0,15.3,1005.6,-1.3,0.0,ENE,1.0,Dongsi,2013-04-27 01:00:00
58.0,97.0,51.0,70.0,800.0,45.0,12.7,1005.5,0.4,0.0,ENE,0.4,Dongsi,2013-04-27 02:00:00
66.0,81.0,67.0,79.0,1100.0,32.0,11.2,1005.5,0.6,0.0,E,0.4,Dongsi,2013-04-27 03:00:00
81.0,110.0,82.0,97.0,1899.0,16.0,10.0,1005.6,1.9,0.0,N,0.0,Dongsi,2013-04-27 04:00:00
87.0,134.0,77.0,108.0,2000.0,3.0,9.4,1006.5,2.3,0.0,N,0.0,Dongsi,2013-04-27 05:00:00
80.0,161.0,67.0,110.0,1899.0,2.0,13.0,1007.1,2.2,0.0,ENE,1.7,Dongsi,2013-04-27 06:00:00
74.0,146.0,44.0,103.0,1300.0,6.0,16.7,1007.6,-1.4,0.0,NE,0.7,Dongsi,2013-04-27 07:00:00
67.0,99.0,35.0,94.0,1100.0,15.0,18.3,1007.9,-4.4,0.0,E,1.8,Dongsi,2013-04-27 08:00:00
63.0,83.0,40.0,74.0,1200.0,43.0,19.8,1008.3,-2.0,0.0,SE,2.5,Dongsi,2013-04-27 09:00:00
48.0,111.0,38.0,47.0,1100.0,83.0,20.6,1008.0,-0.1,0.0,S,1.4,Dongsi,2013-04-27 10:00:00
45.0,109.0,37.0,32.0,1000.0,104.0,21.5,1007.2,0.6,0.0,E,3.5,Dongsi,2013-04-27 11:00:00
48.0,102.0,36.0,28.0,1100.0,116.0,22.6,1006.6,2.1,0.0,ESE,3.9,Dongsi,2013-04-27 12:00:00
55.0,140.0,37.0,27.0,1200.0,128.0,23.4,1006.0,1.7,0.0,SE,4.6,Dongsi,2013-04-27 13:00:00
67.0,153.0,42.0,30.0,1399.0,135.0,23.6,1005.3,1.8,0.0,ESE,5.0,Dongsi,2013-04-27 14:00:00
78.0,149.0,45.0,33.0,1300.0,150.0,23.6,1005.0,1.8,0.0,SE,2.8,Dongsi,2013-04-27 15:00:00
85.0,162.0,39.0,33.0,1100.0,174.0,22.9,1005.3,2.9,0.0,SE,2.1,Dongsi,2013-04-27 16:00:00
79.0,175.0,27.0,25.0,900.0,188.0,21.8,1005.8,3.0,0.0,SSE,3.0,Dongsi,2013-04-27 17:00:00
82.0,184.0,26.0,34.0,1000.0,186.0,20.5,1006.5,4.1,0.0,SSE,1.8,Dongsi,2013-04-27 18:00:00
92.0,166.0,26.0,36.0,800.0,188.0,19.6,1007.5,4.9,0.0,SSE,2.8,Dongsi,2013-04-27 19:00:00
104.0,164.0,29.0,41.0,900.0,181.0,18.6,1008.6,3.2,0.0,SE,1.8,Dongsi,2013-04-27 20:00:00
77.0,77.0,27.0,37.0,1000.0,153.0,17.1,1008.3,4.1,0.0,E,1.6,Dongsi,2013-04-27 21:00:00
82.0,112.0,31.0,41.0,1200.0,149.0,16.1,1008.7,3.5,0.0,E,1.2,Dongsi,2013-04-27 22:00:00
94.0,132.0,41.0,60.0,1300.0,118.0,16.0,1008.8,3.1,0.0,ESE,2.3,Dongsi,2013-04-27 23:00:00
103.0,140.0,69.0,62.0,1800.0,101.0,15.0,1007.9,2.8,0.0,ESE,1.2,Dongsi,2013-04-28 00:00:00
85.0,110.0,65.0,55.0,2000.0,107.0,14.5,1007.6,3.0,0.0,ESE,1.6,Dongsi,2013-04-28 01:00:00
86.0,122.0,63.0,60.0,2200.0,85.0,13.9,1007.1,3.1,0.0,ENE,0.9,Dongsi,2013-04-28 02:00:00
79.0,113.0,63.0,53.0,2100.0,92.0,12.4,1006.4,3.9,0.0,ENE,0.6,Dongsi,2013-04-28 03:00:00
76.0,106.0,65.0,59.0,2100.0,76.0,12.6,1006.3,3.5,0.0,E,1.7,Dongsi,2013-04-28 04:00:00
84.0,121.0,82.0,64.0,2500.0,64.0,12.7,1006.1,3.4,0.0,ESE,1.9,Dongsi,2013-04-28 05:00:00
83.0,121.0,74.0,58.0,2399.0,67.0,13.7,1006.1,3.7,0.0,ESE,1.9,Dongsi,2013-04-28 06:00:00
80.0,121.0,69.0,60.0,2299.0,69.0,14.5,1006.4,3.6,0.0,E,1.2,Dongsi,2013-04-28 07:00:00
71.0,103.0,76.0,63.0,2100.0,74.0,15.2,1006.6,4.0,0.0,SE,2.2,Dongsi,2013-04-28 08:00:00
81.0,127.0,82.0,63.0,2399.0,81.0,15.0,1006.0,5.5,0.0,ESE,3.1,Dongsi,2013-04-28 09:00:00
93.0,156.0,88.0,65.0,2500.0,87.0,15.9,1006.3,5.8,0.0,NE,2.7,Dongsi,2013-04-28 10:00:00
77.0,110.0,65.0,47.0,1800.0,116.0,16.4,1005.4,5.9,0.0,ENE,2.7,Dongsi,2013-04-28 11:00:00
80.0,117.0,61.0,44.0,2000.0,129.0,17.0,1005.0,6.8,0.0,NNE,1.4,Dongsi,2013-04-28 12:00:00
87.0,127.0,52.0,50.0,1899.0,125.0,17.3,1004.5,6.8,0.0,E,1.4,Dongsi,2013-04-28 13:00:00
88.0,135.0,51.0,59.0,1800.0,119.0,18.0,1003.2,6.5,0.0,SSE,1.1,Dongsi,2013-04-28 14:00:00
86.0,116.0,46.0,53.0,1600.0,127.0,19.5,1003.7,6.2,0.0,NNW,1.5,Dongsi,2013-04-28 15:00:00
100.0,128.0,50.0,73.0,1800.0,103.0,20.5,1003.7,6.4,0.0,N,1.2,Dongsi,2013-04-28 16:00:00
100.0,143.0,48.0,74.0,1899.0,108.0,19.7,1004.4,6.4,0.0,ESE,0.9,Dongsi,2013-04-28 17:00:00
99.0,149.0,44.0,78.0,1899.0,111.0,19.7,1005.7,-3.9,0.0,N,3.9,Dongsi,2013-04-28 18:00:00
62.0,47.0,27.0,74.0,1399.0,90.0,19.2,1007.0,-5.7,0.0,N,2.5,Dongsi,2013-04-28 19:00:00
31.0,47.0,3.0,35.0,500.0,84.0,18.3,1008.0,-5.8,0.0,N,1.2,Dongsi,2013-04-28 20:00:00
44.0,67.0,4.0,59.0,800.0,50.0,15.1,1008.6,-4.8,0.0,NNW,2.2,Dongsi,2013-04-28 21:00:00
37.0,59.0,4.0,56.0,700.0,53.0,16.4,1009.2,-4.8,0.0,W,1.4,Dongsi,2013-04-28 22:00:00
23.0,51.0,3.0,43.0,500.0,64.0,14.7,1009.9,-6.8,0.0,NNE,1.1,Dongsi,2013-04-28 23:00:00
20.0,44.0,3.0,52.0,500.0,52.0,15.1,1010.3,-6.5,0.0,W,0.9,Dongsi,2013-04-29 00:00:00
17.0,69.0,3.0,77.0,600.0,18.0,11.7,1010.4,-4.5,0.0,SSE,0.4,Dongsi,2013-04-29 01:00:00
10.0,11.0,3.0,71.0,500.0,29.0,10.0,1010.2,-3.7,0.0,W,1.1,Dongsi,2013-04-29 02:00:00
12.0,12.0,3.0,36.0,400.0,77.0,15.1,1009.5,-8.4,0.0,NW,0.8,Dongsi,2013-04-29 03:00:00
3.0,6.0,5.0,31.0,400.0,88.0,11.5,1009.1,-6.9,0.0,SSE,0.6,Dongsi,2013-04-29 04:00:00
15.0,20.0,6.0,30.0,1000.0,80.325,16.0,1009.6,-8.4,0.0,W,2.4,Dongsi,2013-04-29 05:00:00
12.0,40.0,6.0,42.0,1000.0,60.6186,19.1,1009.8,-9.1,0.0,WNW,2.1,Dongsi,2013-04-29 06:00:00
17.0,33.0,6.0,15.0,1000.0,107.5284,20.9,1010.0,-8.6,0.0,W,3.8,Dongsi,2013-04-29 07:00:00
18.0,58.0,7.0,15.0,1000.0,106.4574,22.3,1010.0,-7.5,0.0,WNW,2.7,Dongsi,2013-04-29 08:00:00
27.0,103.0,6.5688,11.7021,1000.0,113.3118,23.6,1009.8,-7.5,0.0,WNW,6.5,Dongsi,2013-04-29 09:00:00
28.0,83.0,4.0,11.0,1000.0,117.5958,24.8,1008.9,-7.7,0.0,NW,5.4,Dongsi,2013-04-29 10:00:00
25.0,74.0,3.4272,10.8809,1000.0,120.5946,25.7,1008.2,-7.0,0.0,WNW,5.7,Dongsi,2013-04-29 11:00:00
17.0,84.0,3.0,11.0,300.0,124.0,26.8,1006.9,-7.4,0.0,WNW,6.2,Dongsi,2013-04-29 12:00:00
25.0,81.0,4.0,10.0,300.0,127.0,27.7,1005.7,-8.1,0.0,WNW,6.7,Dongsi,2013-04-29 13:00:00
17.0,68.0,3.0,9.0,200.0,131.0,28.5,1004.8,-7.5,0.0,NW,5.1,Dongsi,2013-04-29 14:00:00
13.0,63.0,3.0,10.0,200.0,129.0,28.9,1004.3,-7.2,0.0,NW,3.2,Dongsi,2013-04-29 15:00:00
18.0,45.0,3.0,9.0,200.0,128.0,28.6,1004.2,-8.9,0.0,NNW,3.2,Dongsi,2013-04-29 16:00:00
21.0,53.0,3.0,9.0,200.0,125.0,27.4,1004.5,-8.3,0.0,N,3.7,Dongsi,2013-04-29 17:00:00
25.0,72.0,3.0,14.0,300.0,116.0,25.8,1005.2,-9.5,0.0,N,1.8,Dongsi,2013-04-29 18:00:00
22.0,71.0,3.0,23.0,400.0,103.0,24.1,1006.3,-8.2,0.0,NNW,1.9,Dongsi,2013-04-29 19:00:00
33.0,83.0,3.0,36.0,500.0,84.0,21.1,1007.0,-6.6,0.0,N,0.2,Dongsi,2013-04-29 20:00:00
38.0,98.0,3.0,64.0,600.0,47.0,17.0,1007.4,-4.3,0.0,NNW,1.0,Dongsi,2013-04-29 21:00:00
32.0,116.0,4.0,85.0,1000.0,19.0,21.7,1007.7,-9.0,0.0,NNW,2.2,Dongsi,2013-04-29 22:00:00
32.0,116.0,4.0,85.0,1000.0,4.284,20.4,1008.6,-9.0,0.0,NNW,1.4,Dongsi,2013-04-29 23:00:00
111.0,180.0,22.0,118.0,1300.0,5.0,20.6,1009.5,-8.8,0.0,NNW,2.0,Dongsi,2013-04-30 00:00:00
42.0,180.0,4.0,59.0,600.0,47.0,19.2,1010.5,-9.9,0.0,NE,1.5,Dongsi,2013-04-30 01:00:00
21.0,34.0,4.0,34.0,300.0,52.0,16.7,1010.6,-10.1,0.0,NNE,0.9,Dongsi,2013-04-30 02:00:00
15.0,34.0,4.0,28.0,1000.0,44.1252,12.7,1010.6,-6.3,0.0,ENE,1.2,Dongsi,2013-04-30 03:00:00
11.0,24.0,4.0,28.0,200.0,75.0,10.8,1010.5,-5.3,0.0,NE,0.8,Dongsi,2013-04-30 04:00:00
10.0,33.0,3.0,34.0,300.0,70.0,14.3,1011.0,-8.4,0.0,NNE,1.2,Dongsi,2013-04-30 05:00:00
15.0,46.0,4.0,42.0,300.0,59.0,17.2,1011.4,-6.7,0.0,ENE,0.5,Dongsi,2013-04-30 06:00:00
14.0,37.0,4.0,44.0,300.0,60.0,19.4,1012.1,-7.1,0.0,ENE,1.8,Dongsi,2013-04-30 07:00:00
12.0,55.0,4.0,37.0,300.0,68.0,20.4,1011.8,-9.0,0.0,ENE,4.1,Dongsi,2013-04-30 08:00:00
13.0,32.0,6.0,32.0,300.0,77.0,21.8,1011.4,-7.9,0.0,E,2.8,Dongsi,2013-04-30 09:00:00
16.0,30.0,5.0,26.0,300.0,92.0,22.8,1011.1,-7.1,0.0,E,2.0,Dongsi,2013-04-30 10:00:00
16.0,40.0,5.0,23.0,300.0,100.0,24.2,1010.4,-8.2,0.0,SSE,2.4,Dongsi,2013-04-30 11:00:00
17.0,31.0,5.0,18.0,300.0,113.0,25.5,1009.6,-8.4,0.0,ENE,3.1,Dongsi,2013-04-30 12:00:00
18.0,21.0,4.0,15.0,300.0,123.0,26.7,1008.5,-7.5,0.0,S,1.2,Dongsi,2013-04-30 13:00:00
26.0,30.0,5.0,19.0,300.0,127.0,28.5,1007.6,-7.5,0.0,W,1.9,Dongsi,2013-04-30 14:00:00
22.0,36.0,6.0,23.0,400.0,130.0,29.4,1007.0,-12.0,0.0,NNW,3.5,Dongsi,2013-04-30 15:00:00
16.0,16.0,5.0,21.0,400.0,134.0,29.2,1006.8,-12.1,0.0,NNE,3.9,Dongsi,2013-04-30 16:00:00
31.0,16.0,3.0,11.0,200.0,134.0,26.7,1006.9,-8.8,0.0,E,3.3,Dongsi,2013-04-30 17:00:00
19.0,76.0,3.0,15.0,300.0,125.0,23.9,1008.0,-7.3,0.0,E,1.1,Dongsi,2013-04-30 18:00:00
28.0,144.0,6.0,46.0,500.0,101.0,18.7,1009.0,-5.4,0.0,ENE,0.4,Dongsi,2013-04-30 19:00:00
38.0,51.0,7.0,69.0,600.0,76.0,17.8,1010.0,-4.2,0.0,ENE,1.9,Dongsi,2013-04-30 20:00:00
35.0,54.0,5.0,73.0,600.0,46.0,17.1,1010.8,-6.7,0.0,E,1.9,Dongsi,2013-04-30 21:00:00
22.0,55.0,5.0,52.0,500.0,62.0,16.6,1011.9,-3.0,0.0,ESE,5.3,Dongsi,2013-04-30 22:00:00
27.0,152.0,9.0,53.0,500.0,60.0,14.8,1013.0,-3.1,0.0,E,2.6,Dongsi,2013-04-30 23:00:00
38.0,237.0,16.0,48.0,600.0,70.0,13.3,1013.9,-1.1,0.0,E,2.0,Dongsi,2013-05-01 00:00:00
27.0,105.0,12.0,37.0,500.0,79.0,10.9,1014.3,0.0,0.0,E,0.0,Dongsi,2013-05-01 01:00:00
26.0,84.0,13.0,41.0,600.0,67.0,9.9,1014.4,1.8,0.0,NNE,0.7,Dongsi,2013-05-01 02:00:00
